Article,NewsType
"The textile exports from the country witnessed negative growth of 7.72 percent during the first ten months of the current fiscal year compared to the corresponding period of last year.The textile exports during July-April (2015-16) were recorded at $10.395 billion compared to the exports of $11.265 billion during July-April (2014-15), according to the data of Pakistan Bureau of Statistics (PBS).The textile products that contributed in negative growth of textile trade included cotton yarn, exports of which dropped by 32 percent from, $1.590 billion last year to $1.081 billion during the current fiscal year.",business
"Pakistan plans to sell a 40 percent stake in its stock exchange in coming months, and Turkey's Borsa Istanbul has expressed some initial intent, the head of the bourse said on Monday.The sale will happen at the end of this year or in early-2017, Pakistan Stock Exchange Managing Director Nadeem Naqvi told an investment conference organized by Renaissance Capital in London.Naqvi said the bourse would launch an official process over the next two weeks to invite expressions of interest from potential investors. It has already reached out to the London, Shanghai, Turkish and Qatar stock exchanges, he added.He said, however, that only Borsa Istanbul had responded so far.The stake sale will be followed up with a listing of a further 20 percent of stock exchange shares in the domestic market, Naqvi added.The privatization of almost 70 state-owned companies is a major element of a $6.7 billion three-year International Monetary Fund (IMF) package that helped Pakistan staves off default in 2013.The deal ends in September and the IMF has continued to release loan installments despite missed targets.",business
"Oil prices slipped in early Asian trade on Monday on a strong dollar as the odds grow of a June or July rate hike, and signs that global oil supply is </holding up even as unplanned outages rise to at least a five-year high.U.S. crude futures fell 16 cents to $48.25 a barrel as of 2347 GMT after settling down 41 cents in the previous session. Brent futures were down 7 cents at $48.65 a barrel after ending the previous session 9 cents down.The dollar index was marginally lower in early trade on Monday after gaining for a third straight week last week. A strong dollar makes greenback-denominated commodities including oil more expensive for holders of other currencies.""Market odds of a June rate hike ended the week at around 30 percent, up from 4 percent a week ago. That is a significant repricing,"" analysts at banking group ANZ said in a market report on Monday.""We continue to see June as very much a live meeting. ""U.S. crude rose 3.3 percent last week, while Brent was up 1.7 percent week, as unplanned supply outages rose to the highest since at least 2011 due to wildfires in Canada and losses in Nigeria, Libya and Venezuela.But global oil supply still outstripped demand by around 1.5 million barrels per day, Russian Energy Minister Alexander Novak said on Friday. Iran plans to increase oil export capacity to 2.2 million barrels by the summer and has no plans to freeze its level of oil production and exports, Deputy Oil Minister Rokneddin Javadi<br/>was quoted on Sunday as saying.Tehran is trying to raise its crude exports to pre-sanctions levels. A meeting of the OPEC exporters group, including Iran, is scheduled for June 2.",business
"Venezuela expects to rejoin the global watchdog established to stop trade in conflict diamonds as it seeks to resume diamond exports, its central bank director said on Tuesday.""We are certain we will rejoin this year,"" Jose Khan told Reuters on the sidelines of an international meeting of the group, known as the Kimberley Process.Khan said Venezuela was a tiny exporter of around 3,000 carats a month until, unable to verify the legitimacy of its diamonds, it stopped issuing export certificates in 2005 and unilaterally removed itself as an active participant in the Kimberley Process in 2008.After its withdrawal, it was not officially allowed to export diamonds, although some smuggling continued in subsequent years, traders told Reuters.""We left in 2008 as we were trying to organise all our mining policy, and now we are prepared to join as we changed our law,"" Khan said.The Kimberley Process seeks to end trade in conflict diamonds, also known as blood diamonds, which it says are used by rebel groups to finance wars against legitimate governments.Ahmed Bin Sulayem, Kimberley's chair for 2016, has travelled to Venezuela since he took office in order to expedite the process of readmitting the country.Kimberley says its members must demonstrate they have legislation and institutions to prevent trade in conflict diamonds, as well as export, import and internal controls plus a commitment to transparency and the exchange of data.""Venezuela will be readmitted as a full member within my term as chairman,"" Bin Sulayem, also executive chairman of the Dubai Multi Commodities Centre, told the meeting.A resumption of legal diamond exports could in the long term give an important boost to Venezuela's economy, which is grappling with runaway inflation and chronic product shortages in the wake of the plunge of oil prices.""We are looking forward to having a semi-industrial and an industrial sector soon and we have spoken with a lot of representatives from various producing countries, and look forward to joint ventures,"" Khan said of Venezuela's plans for its diamond sector.",business
"Indian farmers are set to reduce the area given over to soybeans by up to 10 percent this year in response to falling prices, pushing up likely imports of edible oils such as palm oil and soyoil.Soybean is the main summer-sown oilseed crop for the world's biggest importer of edible oil, but prices have dropped 10 percent in the past two years, while the prices of pulses such as red gram have nearly tripled over the same period.Lower soybean output will force the country to increase imports of edible oils, supporting their prices. It could also limit India's soymeal exports, given prices for its GMO-free produce are already above international prices.The further price rise due to lower supply could even make imports of soymeal viable for local consumers.""In the last two-three years soybeans have given lower returns than competing crops like pulses,"" said K N Rahiman, chief research officer at Ruchi Soya, the country's biggest edible oil refiner.""This year, since pulses prices are ruling near record high levels, farmers will be inclined to shift towards pulses. We could see 5 to 10 percent reduction in soybean area.""Farmers planted 11.63 million hectares with soybean in 2015/16. A 10 percent reduction would cut acreage to around 10.5 million hectares in the 2016/17 marketing year starting July.Most Indian farmers begin cultivating soybean and pulses, which are rain-fed crops, in June after the arrival of the monsoon rains, and they are sown mainly in the states of Madhya Pradesh in central India, Maharashtra in the west, Rajasthan in the north-west, and Andhra Pradesh and Karnataka in the south.Dinesh Garg, a farmer from Morena in Madhya Pradesh, plants soybean during summer, but this year he has decided instead to cultivate red gram, better known locally as tuar.""Soybean is not remunerative due to lower prices. This year I am more interested in growing tuar,"" said Garg, who cultivated soybean on 5 hectares of land last year.Soybean production plunged 20 percent in 2015/16 to its lowest in more than a decade after drought and pests hit output.India exports soymeal mainly to Asian buyers, but the drop in production has forced it to import soymeal and soybean in small quantities for the first time in many years.Since the country imports most of its edible oil, limited soybean supply means imports will go up in 2016/17, said Faiyaz Hudani, associate vice-president, research, at Kotak Commodity Services Ltd.""Even though oilseed production is stagnant, edible oil consumption has been rising steadily due to growth in population and rising prosperity,"" Hudani said.India imports mainly palm oil from Indonesia and Malaysia, while it brings in soyoil from Argentina and Brazil.",business
"Oil prices were little changed in thin early Asian trade on Tuesday as a firmer dollar weighed on oil markets while a likely drawdown in US crude and gasoline stockpiles pointed to stronger demand ahead of the US summer driving season.US crude futures edged down 4 cents to $48.04 a barrel by 8.16 p.m. ET, having settled down 33 cents in the previous session.Brent futures dipped 4 cents to $48.31 after closing down 37 cents in the previous session, with both contracts finishing with modest losses for a fourth straight sessionUS commercial crude oil stocks likely fell by around 2.5 million barrels to 538.8 million in the week ended May 20, a preliminary Reuters analysts' poll taken ahead of weekly industry and official inventory data showed on Monday.Gasoline stocks likely fell 1.3 million barrels last week, while distillate inventories, which include heating oil and diesel fuel, likely decreased by a million barrels, the poll showed.The American Petroleum Institute (API) is due to release its inventory data later on Tuesday, while the U.S. Department of Energy's Energy Information Administration (EIA) is due on Wednesday.The dollar index rose marginally higher against a basket of currencies on Tuesday, as investors continued to factor in an increased chance of a near-term U.S. interest rate rise.A stronger greenback makes dollar-priced commodities more expensive for holders of other currencies.Still, US data economic overnight was disappointing, with the preliminary Markit manufacturing PMI in May falling to 50.5, the lowest level this year.""Markit PMI data continued to point to a difficult period for manufacturing as Q2 unfolds,"" ANZ said in a market report on Tuesday.Crude exports from Iraq's southern oil fields have fallen by more than 200,000 barrels per day (bpd) to around 3.15 million barrels so far in May, according to an industry source and loading data. That followed the previous month's near-record of 3.36 million bpd.Libya's crude production has risen above 300,000 barrels per day (bpd) after the reopening of the Marsa al Hariga export terminal in the east of the country late last week, a spokesman for the Tripoli-based National Oil Corporation (NOC) said on Monday.",business
"The Economic Coordination Committee of the Cabinet (ECC) here on Monday approved Special Ramzan Package worth Rs 1.75 billion for providing relief to consumers in the holy month, as compared to Rs 1.5 billion given last year.The Federal Minister for Finance Senator Ishaq Dar chaired the meeting of the ECC held at the Prime Ministers Secretariat.The package would cover 22 essential items available at the Utility Store Corporation of Pakistan (USC), according to a statement issued by the Ministry of Finance here on Monday.The meeting was informed that as directed by the Prime Minister, the USC was already providing concession on different items since April 27 which would also continue in Ramzan. The relief on different items ranges from Rs 4 to Rs 50.It is pertinent to mention that overall USC would provide 5 to 10% discount on more than 1000 items for the month of Ramzan through arrangements with vendors or reducing its own profit margins.",business
"National Bank of Pakistan (NBP) and Industrial &amp; Commercial Bank of China (ICBC), Pakistan signed MoU on bilateral cooperation in Karachi, Pakistan on the celebrations of ICBCs completion of five years in Pakistan.Both institutions have agreed to enhance focus on developing niches and creating synergies, The areas of mutual cooperation will focus on trade finance, cash management and international payments, corporate lending and project financing, infrastructure financing, investment banking &amp; RMB services. The two banks have also agreed to expand their business cooperation in other regions globally.The MoU was signed by Syed Ahmed Iqbal Ashraf, President NBP and Mr. Li Xiao Xin, Deputy CEO, ICBC. Mr Masood Karim Shaikh, Group Chief  International Banking Group (NBP) &amp; Mr. Shaikh Tariq Abdullah, Divisional Head  Financial Institutions (NBP) were also present.The ceremony was also attended by Mr. Saeed Ahmed, Deputy Governor State Bank of Pakistan (SBP) and other notable guests from the banking industry.ICBC is the worlds largest bank with total assets of more than USD 3.4 trillion. NBP is Pakistan's one of the largest financial institution with 1,403 branches in Pakistan and a presence in 20 countries spanning the globe.",business
"LONDON/OPEC's thorniest dilemma of the past year - at least from a purely oil standpoint - is about to disappear.Less than six months after the lifting of Western sanctions, Iran is close to regaining normal oil export volumes, adding extra barrels to the market in an unexpectedly smooth way and helped by supply disruptions from Canada to Nigeria.But the development will do little to repair dialogue, let alone help clinch a production deal, when OPEC meets next week amid rising political tensions between arch-rivals Iran and oil superpower Saudi Arabia, OPEC sources and delegates say.Earlier this year, Tehran refused to join an initiative to boost prices by freezing output but signaled it would be part of a future effort once its production had recovered sufficiently. OPEC has no supply limit, having at its last meeting in December scrapped its production target.According to International Energy Agency (IEA) figures, Iran's output has reached levels seen before the imposition of sanctions over its nuclear program. Tehran says it is not yet there.But while Iran may be more willing now to talk, an increase in oil prices has reduced the urgency of propping up the market, OPEC delegates say. Oil has risen toward a more producer-friendly $50 from a 12-year low near $27 in January.""I don't think OPEC will decide anything,"" a delegate from a major Middle East producer said. ""The market is recovering because of supply disruptions and demand recovery.""A senior OPEC delegate, asked whether the group would make any changes to output policy at its June 2 meeting, said: Nothing. The freeze is finished.Within OPEC, Iran has long pushed for measures to support oil prices. That position puts it at odds with Saudi Arabia, the driving force behind OPEC's landmark November 2014 refusal to cut supply in order to boost the market.Sources familiar with Iranian oil policy see no sign of any change of approach by Riyadh under new Saudi Energy Minister Khalid al-Falih - who is seen as a believer in reform and low oil prices.""It really depends on those countries within OPEC with a high level of production,"" one such source said. ""It does not seem that Saudi Arabia will be ready to cooperate with other members.""HIGHER EXPORTSIran has managed to increase oil exports significantly in 2016 after the lifting of sanctions in January.It notched up output of 3.56 million barrels of oil per day in April, the IEA said, a level last reached in November 2011 before sanctions were tightened.Saudi Arabia produced a near-record-high 10.26 million barrels per day in April and has kept output relatively steady over the past year, its submissions to OPEC show.Iran, according to delegates from other OPEC members, is unlikely to restrain supplies, given that it believes Saudi Arabia should cut back itself to make room for Iranian oil.""Iran won't support any freeze or cut,"" said a non-Iranian OPEC delegate. ""But Iran may put pressure on Saudi Arabia that they hold the responsibility.""Saudi thinking, however, has moved on from the days when Riyadh cut or increased output unilaterally. Talks in Doha on the proposed output freeze by OPEC and non-OPEC producers fell through after Saudi insisted that Iran participate.Indeed, differences between Saudi Arabia and Iran, which helped found the Organization of the Petroleum Exporting Countries 56 years ago, over OPEC policy have made cooperation harder - to say nothing of more fundamental disagreements.For more than a decade after oil crashed to $10 in 1997, the two set aside rivalries to manage the market and support prices, although they fell into opposing OPEC camps with Iran wanting high prices and Saudi more moderate.Now, the Sunni-Shia conflicts setting Saudi Arabia and Iran at each other's throats, particularly in Syria and Yemen, make the relationship between the two even more fraught.The two disagree over OPEC's future direction. Earlier in May, OPEC failed to decide on a long-term strategy as Saudi Arabia objected to Iran's proposal that the exporter group aim for ""effective production management"".With that backdrop, ministers may be advised to keep expectations low, an OPEC watcher said.""The only aspiration OPEC should have for its 2 June meeting is simply not to repeat the chaos of the Doha process,"" said Paul Horsnell, analyst at Standard Chartered.""A straightforward meeting with no binding commitments and, most importantly, no overt arguments would be the best outcome for ministers.""",business
"Gold dropped to a seven-week low on Wednesday, driven by expectations of an early interest rate hike by the U.S. Federal Reserve.Bullion has taken a beating from the prospect of an imminent rate increase, as indicated by Fed meeting minutes released last week. Gold is sensitive to interest rates, gains in which raise the opportunity cost of holding the non-interest-yielding asset.Spot gold was up 0.1 percent at $1,227.90 per ounce by 0317 GMT. The metal fell to $1,223 earlier in the session, its lowest since April 7.U.S. gold futures dipped 0.1 percent to $1,228.30.""I think gold prices will touch the $1,200-level in the coming few days. The change in rate hike expectations is still the major theme, but after the end of June the overall sentiment on the rate hike will be pretty much done,"" said Mark To, head of research at Hong Kong's Wing Fung Financial Group.Adding to the woes of the safe-haven bullion, the dollar stood near a two-month peak against a basket of major currencies on Wednesday after robust U.S. housing data supported the case for the Fed to raise rates in the near term.A stronger greenback makes dollar-denominated gold more expensive for holders of other currencies.The growing confidence towards a pick-up in U.S. economic growth got a boost on Tuesday as official data suggested new U.S. single-family home sales have hit the highest in eight years.The recent negative undertone for gold notwithstanding, some analysts believe a rate increase as early as June seems unlikely and would be discounted by traders, stabilising the yellow metal.""Despite the short term negative pullback, gold is still a strong 2016 performer against a range of alternative assets and these levels are an enticing entry price for long term bulls,"" MKS Group trader James Gardiner said.Holdings in SPDR Gold Trust, the world's largest gold-backed exchange-traded fund, fell 0.44 percent to 868.66 tonnes on Tuesday, the first decline in a month.Among other precious metals, spot silver rose 0.3 percent, to $16.25 an ounce. It dipped as low as $16.14 earlier in the session, its lowest in five weeks.Spot palladium fell 0.5 percent, to $529.50 an ounce, after hitting a twelve-week low of $528.97 earlier in the day. Spot platinum was trading at $1,000.35 per ounce after touching a five-week trough of $992.",business
"Federal Minister for Planning Commission Ahsan Iqbal said Wednesday that the government took steps to attract Chinese and other investors across the world to invest in Gwadar.While talking to private news channel, he said that we should address the difficulties of Baloch people besides development of Gwadar.The minister said the speed of development at Gwadar would increase with every single project coming on the ground under the China Pakistan Economic Corridor.He said that Pakistans exports would increase after compeletion of Gwadar port adding that connective roads with other parts of the country would be completed at the end of this year.This was the most advanced port in the whole region, the minister said.The government has declared tax free zone to Gwadar for twenty three years, he concluded.",business
"Oil rose about 1 percent on Tuesday on a boost from Wall Street and expectations of a drawdown in U.S. crude inventories, then prices jumped another 1 percent after settlement to nearly $50 (34.2) a barrel after an industry group suggested the draw was larger than expected.Data from the American Petroleum Institute (API) showed U.S. crude inventories fell 5.1 million barrels last week, double the expectations of analysts polled by Reuters.The market will watch for confirmation of the big draw when the U.S. Energy Information Administration (EIA) issues official inventory numbers on Wednesday.The rally in crude prices could push prices beyond the $50 long targeted by market bulls.""The crude numbers are certainly bullish to an extent, reflecting the supplies lost from the Canadian wildfires,"" said John Kilduff, partner at New York energy hedge Again Capital. ""We could certainly test $50 anytime now, even close above that, if the EIA data turns out to be as supportive.""The API also reported higher gasoline inventories which could pressure prices, but traders said the market would probably focus more on the crude drawdown.U.S. crude's West Texas Intermediate (WTI) futures CLc1 settled up 54 cents, or 1.1 percent, at $48.62 a barrel. After the release of the API data, it got to as high as $49.27 by 4:58 p.m. EDT (2058 GMT) in post-settlement trade.Brent crude futures LCOc1 finished up 26 cents, or 0.5 percent, at $48.61, ending a four-day slide. It reached $49.24 in after-hours trade.U.S. equities surged, giving oil a further lift, as investors grew more comfortable with the possibility that the U.S. Federal Reserve might soon raise interest rates. Crude buyers also seemed unfazed by a stronger dollar, which typically makes greenback-denominated oil costlier in other currencies.Earlier in the session, oil was supported by the drop in Iraqi oil output to 4.5 million barrels per day from January's record high of 4.78 million bpd.Consultant IHS said just 2.8 billion barrels of oil were discovered outside North America in 2015 following a sharp fall in exploration and appraisal drilling. It was the lowest total since 1952. Morgan Stanley said in a separate report the figure would be 12.1 billion barrels if it included the United States.""As spare capacity dwindles, the threat of a price spike increases,"" said Matt Smith, who tracks crude cargoes for New York-based Clipperdata.",business
"Pakistan Consul General in Houston Afzal Mahmood has said traders from Pakistan and the US play a major role in relations between the two countries.He said that trade volume between Pakistan and 11 states of US is one billion dollar of which Texas has share of 325 million dollars.He was addressing a reception in honor of visiting delegation of Pakistani traders. The meeting was sponsored by Saeed Sheikh of Karachi Houston sister city project.To promote bilateral trade between Pakistan and the US, he said, it is necessary to formulate business strategies through prominent entrepreneurs.He said that Pakistan chamber should promote trips to Texas oil field. The Consul General said that law and order situation in Pakistan was less than satisfactory from 2007 to 2013, however the situation has improved much since then.Mahmood said that Mayor of Houston and Texas Governor are willing to visit Pakistan soon.The visiting delegation leaders Ibrahim Kasoji, member National Assembly Rasheed Godiyal, prominent Texas businessman Tahir Javed, and sister city representatives also addressed the event.Speaking on the occasion Ibrahim Kasoji said that Karachi chamber of Commerce is among top chambers in the world, which has a membership of around twenty thousand individuals.He said Pakistan had been a victim of terrorism but things have much improved now, and country is on the path to growth.Texas entrepreneur Tahir Javed said that it is important to promote bilateral ties between two countries through trade delegation, conferences and trade affairs.Karachi Houston sister city President Saeed Sheikh said that sister city is playing a major role in promoting trade ties between the two countries.The visiting delegation from Pakistan also toured Sams club, Walls Street, Bank of America and HoustonPort.They also met with Houston Mayors office of Trade department officers and Council Members Gregory Cross.Welcoming the visiting group, the city official said that sister city program can help boost trade ties with Pakistan chambers and promote environment for relationship between the traders of the two countries.A dinner was hosted in the honor of visiting delegation by Counsel General Afzal Mahmood./>",business
"The publisher of the Daily Mail newspaper said a downturn in the print advertising market was squeezing margins in its media business, resulting in an 11 percent drop in first-half profit and a lower outlook for the year.Daily Mail and General Trust said the operating margin for its media business would be about 10 percent for the year, rather than remaining at last years 13 percent.It said the outlook for the full year was now adjusted for the change in guidance to the operating margin.The company said print advertising revenues in the six months to end-March declined by 18 million pounds, with the market deteriorating further in the second quarter.Digital advertising grew strongly, but was not enough to close the gap, it said.The group reported pretax profit for the period of 129 million pounds.",business
"Oil prices climbed to just shy of $50 a barrel on Wednesday after a sharper-than-expected fall in crude inventories, lifting energy shares and world stock markets.Growing bets on a possible Federal Reserve rate increase as early as in June or July reduced demand for U.S. government debt.Investors' expectations for higher borrowing costs have risen since last week's minutes from the central bank's April meeting signalled a June increase was on the table. Comments from policymakers and upbeat U.S. economic data in recent days have supported those views.""What you're seeing is a recognition that this is going to happen and investors are getting more comfortable with it,"" said Kurt Brunner, a portfolio manager at Swarthmore Group in Philadelphia. ""There's a recognition that economic growth is okay.""Energy Information Administration data showed U.S. crude stockpiles fell last week as imports dropped and refineries cut output. Brent LCOc1 settled up $1.13 at $49.74, whileU.S. crude's CLc1 settled 94 cents higher at $49.56.World stocks markets rose for a second straight session, helped by energy shares including Chevron, up 1.6 percent, and bank shares, which benefit from higher interest rates.The Dow Jones industrial average .DJI closed up 145.46 points, or 0.82 percent, to 17,851.51, the S&amp;P 500 gained 14.48 points, or 0.7 percent, to 2,090.54 and the Nasdaq Composite added 33.84 points, or 0.7 percent, to 4,894.89.Combining Tuesday and Wednesday's performances, the S&amp;P 500 gained 2 percent, its strongest two-day run since early March.MSCI's all-country world stock index rose 0.9 percent, while the pan-European FTSEurofirst 300 index of leading regional stocks ended up 1.3 percent, touching its highest level since late April.Banks in Europe were buoyed after a new debt deal for Greece seemed to head off the risk of another round of uncertainty over its finances and even its future in the euro zone.U.S. Treasury prices fell, with short- and medium-dated yields hitting 10-week highs, helped by the solid advance in Wall Street stocks.Early in the U.S. session, the two-year yield and five-year yield reached 10-week highs at 0.938 percent and 1.424 percent, respectively.The U.S. dollar fell from near a 10-week high against the euro and rose just slightly against the yen as investors took profits on the greenback's recent gains.The euro was last up 0.17 percent against the dollar at $1.1161, while the dollar was last up just 0.11 percent against the yen at 110.10 yen.Investors await Fed Chair Janet Yellen's appearance at a panel at Harvard University on Friday, the same day as they take in a revised estimate of U.S. first-quarter growth.Gold dropped to a seven-week low amid the Fed expectations. Spot gold was down 0.2 percent at $1,223.93 an ounce, off an earlier low of $1,217.25, the lowest since April 6.",business
The import of gold into the country increased by 21.34 per cent during first 10 months of current fiscal year (2015-16) as compared to the same period of previous financial year.The 582 kilogram of yellow metal worth of US 21.634 million was imported during July April (2015-16) as compared to the import of 443 kg gold worth of 17.829 million during last year s 10 months.On the other hand overall metal group imports also increased by 11.47 per cent to 3.361 billion in first 10 months of current fiscal year from 3.015 billion in same period of last year revealed the latest data of Pakistan Bureau of Statistics (PBS).The import of iron and steel scrap also witnessed increase of2.8 per cent from 847.587 million last year to 871.335 million during the current year.Similarly iron and steel import increased from 1.487 billion last year to 1.654 billion this year thus showing an increase of11.17 per cent.The import of aluminum wrought and work jumped by 35.12percent to 158.173 million in July April (2015-16) from 117.063million during July April (2014-15).On year on year and month on month basis the gold imports in April 2016 increased by 15.76 per cent and 32.48 per cent over April 2015 and March 2016 respectively.The gold import increased from 1.783 million in April 2015and 1.558 million in March 2016 to 2.064 million in April 2016. Likewise the import of overall metal group also increased by11.19 per cent and 8.14 percent as compared to the import of April 2015 and March 2016 respectively.The import of metal group was recorded at 399.163 million in April 2016 whereas during April 2015 and March 2016 it was recorded at 358.993 million and 369.109 million respectively.,business
"Oil prices eased on Thursday after topping $50 (34 pounds) a barrel for the first time in about seven months, while US stocks ended near flat after two days of strong gains.Concern that robust oil price gains could encourage more output weighed on the energy market. Oil futures have risen nearly 90 percent from 12-year lows hit this winter.""The global surplus still exists and there is still a possibility that oil prices could retrace further,"" said Dominick Chirichella, senior partner at the Energy Management Institute in New York.Brent LCOc1 dipped 15 cents to settle at $49.59 after earlier rising to $50.51, its highest level since early November. U.S. crude futures CLc1 fell 8 cents to settle at $49.48 after rising to $50.21, the highest level since mid-October.U.S. stocks ended nearly flat after gaining 2 percent over the previous two sessions, with advancing defensive sectors offsetting declines in materials, banks and other cyclical industries.Equity investors this week have grown more comfortable with expectations the Federal Reserve could raise interest rates as soon as June, with many taking the view that such a hike would reflect improvement in the country's economy.""People are taking their foot off the gas after making a bunch of money, and now they're waiting for the next data point,"" said Phil Blancato, chief executive of Ladenburg Thalmann Asset Management in New York.The Dow Jones industrial average ended down 23.22 points, or 0.13 percent, at 17,828.29, the S&amp;P 500 lost 0.44 points, or 0.02 percent, to 2,090.1 and the Nasdaq Composite added 6.88 points, or 0.14 percent, to 4,901.77.MSCI's all-country world stock index rose 0.2 percent, while the FTSEurofirst 300 closed up 0.2 percent.The U.S. dollar index, which measures the greenback against a basket of six major currencies, was down 0.2 percent as data on U.S. durables orders added to uncertainty surrounding the outlook for rates.Orders for long-lasting U.S. manufactured goods surged in April on strong demand for transportation equipment and a range of other products. But U.S. business spending intentions weakened in April for a third straight month amid soft demand for machinery.Investors are looking ahead to a speech by Fed Chair Janet Yellen on Friday for more clues on the U.S. rate outlook.In the U.S. Treasuries market, prices rose as solid bidding at a $28 billion seven-year note sale reignited bond demand.Benchmark 10-year Treasury notes were up 10/32 in price, yielding 1.833 percent, down 4 basis points from late on Wednesday. The two-year yield was down 4 basis points at 0.875 percent.Gold fell, reversing early gains. Spot gold was down 0.3 percent at $1,220.16 an ounce.",business
"CHICAGO: Pakistans auto parts manufacturing industry offers a cost-effective option to automobile manufacturers around the world, Consul General Faisal Niaz Tirmizi has said.Speaking at the Pakistans Automotive Components Manufacturer Exhibition at Novi, Michigan, he said that participation of 14 Pakistani Auto Parts manufacturers in the United States was a sign of revitalization of industrial sector of Pakistan, a country enriched by enormous workforce under age bracket of 30 years.He told the audience that Pakistans auto industry provides direct employment to 200,000 Pakistanis directly and 1.2 million Pakistanis, indirectly, thus making a significant contribution to the countrys economy.The consul general also said that only through economic development and employment opportunities, extremism raging across the region could be defeated.Tirmizi also appreciated the role played by the DICE Foundation Inc for its role in bringing 14 exhibitors from Pakistan to showcase their products in the North American Market.The response from local automobile giants like Ford, General Motors and Chrysler was very encouraging.These companies expressed a lot of interest in getting manufactured products from Pakistan.",business
"Oil prices dipped for a second day in a row on Friday as some investors took profit on a surge to seven-month highs while others worried about higher production with the market hovering near $50 a barrel.A stronger dollar also weighed on demand for dollar-denominated oil from holders of other currencies. The dollar spiked after Federal Reserve Chair Janet Yellen said a U.S. rate hike was probably appropriate in coming months.A three-day weekend for the United States, owing to Monday's Memorial Day holiday, further discouraged investors from holding bullish bets.""People are worried crude production will come roaring back at these prices,"" said Phil Flynn, energy markets analyst at the Price Futures Group in Chicago.""But I also think we are down because of higher interest rate concerns and the longer weekend,"" Flynn said. ""You don't want to be long on a $50 position when oil could be below $48 by the time the new week opens.""Brent crude settled down 27 cents, or 0.5 percent, at $49.32 a barrel. It rose to $50.51 in the previous session, its highest since early November.U.S. crude slipped 15 cents, or 0.3 percent, to settle at $49.33. It hit an October high of $50.21 on Thursday.On the week, Brent rose 1 percent and U.S. crude about 3 percent, helped by gains from earlier this week.With prices finally hitting $50, both Brent and U.S. crude are likely to face technical barriers in the next three to five weeks, analysts said. Producers and speculators have also been loading up on options contracts of U.S. crude to protect themselves from downside risk.Oil pushed past $50 after supply disruptions from Canadian wildfires and militant attacks in Nigeria helped cut global daily output by 4 million barrels.""Most of these outages are unlikely to last,"" UBS analyst Giovanni Staunovo said, anticipating resumption of supply from those sources as well as higher production from the Organization of the Petroleum Exporting Countries.Dominick Chirichella, senior partner at New York's Energy Management Institute, said U.S. crude output could rise by an estimated 300,000 to 400,000 barrels per day as shale producers put drilled but uncompleted wells, or DUCs, into production.The slide in the U.S. oil rig count has virtually halted as well, with just 2 rigs idled this week, data from industry firm Baker Hughes showed on Friday.In the coming week, investors will watch the outcome of an OPEC meeting for signs of more output from Saudi Arabia and Iran in their battle for market share.",business
"The advent of mobile and smartphone technology has transformed the dynamics of communication in Pakistan. The adoption rates for smartphones are growing rapidly in both urban and rural centers. In 2015, 31% of mobiles purchased in the country were smartphones. Pakistan has approximately 80% mobile user penetration. These mobile phones have become so common that they are not considered a luxury device anymore but rather, an item of necessity. This technology has the potential to solve various day-to-day problems and the ability to lift people out of poverty. In fact, in the life of every individual, a mobile phone plays a critical role.The reason behind a common man owning a phone can be attributed to price affordability and availability of quality smartphones within the reach of the masses. There are some big names is Pakistans smartphone market, but the role which Q Mobile has played for equipping the masses with mobile and smartphones has to be applauded. Q Mobile, which is the largest smartphone brand in Pakistan and enjoys a lion's share in the smartphone market, provides various kinds of phones such as smartphones, feature phones and tablets. It is clearly evident that, from a shopkeeper to a businessman, Q Mobileserves all Socio - Economic Classes.Once upon a time, these phones were used to send a message or receive a call but now, with all telecom operators providing affordable data services, the use of smartphones takes a completely new level of information.We now have access to mobile payment solutions, where we can send or receive money from distant areas within a fraction of seconds. We can shop online and pay via our mobile phones, connect with our loved ones living abroad via video calling, social networking and staying ever connected with all the news from around the world.Very soon, our farmers will check the daily commodity rate or inquire about delivery to the market. Long distance route truck drivers, who transport goods, can use online maps and GPS to plan their routes. Traders in the rural areas can narrow the gap with their buyers and sellers in urban areas by using mobile broadband. Health related services are also available via smartphones. A recent study by the Santa Fe Institute theorizes that cell phone use could help developing countries plan electrical infrastructure.With so much developments taking place, smartphones clearly represent a growing segment of our economy and are an example of how the availability of technology can propel Pakistan in the global marketplace while improving the lives of a common man at the same time.",business
"The Federal cabinet on Monday approved budget and taxation proposals for the fiscal year 2016-17.Prime Minister Nawaz Sharif chaired the meeting through a video conference from Pakistan High Commission in London.The finance minister briefed the meeting about salient features of the budgetary proposals.The cabinet prayed for the successful procedure and early recovery of the Prime Minister.Earlier, the Prime Minister also chaired the meeting of National Economic Council that gave approval to the budget allocations of various sectors.",business
